"TP load","Qmin","Crop production","NSWRM costs","linE","pond_share_con","hedge_share_con","grassslope_share_con","buffer_share_con","lowtillcc_share_con","lu_share","pond_moran","hedge_moran","grassslope_moran","buffer_moran","lowtillcc_moran","pond_channel_frac","grassslope_channel_frac","buffer_channel_frac","lowtillcc_channel_frac"
-6882,0.14165,59069.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-6756,0.14155,59073.816,-3016.50175,100,9.681957644,0,0,0,0.246247849,0,5.99e-05,0,0,0,0.000109052,0,0,0,0
-6712,0.14173,58983.255,10779.69397,0,0,0,8.914337641,51.7894895,0,100,0,0,0.000210405,0.001693737,0,0,1.100560012,1.38990034,0
-6352,0.14416,58950.782,-138733.0308,2.380952381,46.51201078,0,5.25584978,0,39.16591922,0.175280126,0.000152071,0,0.000139351,0,0.002790449,2.117651334,189.0280135,0,0.104440987
-6701,0.14147,59072.501,-7185.66178,133.3333333,27.36361595,0,0,0.751522417,0.322512605,0.790123858,0.000143328,0,0,0.000248305,0.000212388,3.016215938,0,10.707,0
-6398,0.14362,59032.04,-128089.1909,2.510460251,40.43104093,0,5.25584978,0,36.38430619,0.188657505,0.000116704,0,0.000139351,0,0.003215164,2.041366551,189.0280135,0,0.110756899
-6441,0.14394,59062.358,-156707.0481,1.47601476,40.49539774,0,0,0,44.28964776,0,0.00027037,0,0,0,0.002258794,1.789047215,0,0,0.130741164
-6354,0.1433,59128.751,-153657.5413,0.74906367,25.42393175,0,0,0,44.40378187,0,0.000151068,0,0,0,0.001983055,0,0,0,0.103450893
-6795,0.14269,59038.643,-41316.07093,6.12244898,0,2.156070997,1.742998986,1.609733363,8.052577312,0.536803654,0,0.000234308,9.14e-05,0.000188955,0.000853871,0,93.794,22.934,0.018050202
-6354,0.14381,59057.414,-146666.3618,1.214574899,33.94896356,0,0,0,41.7219013,0,9.31e-05,0,0,0,0.002598928,2.431136798,0,0,0.225212186
-6868,0.1421,59049.871,-16994.01465,0,0,0,0,0,5.102427022,0,0,0,0,0,0.000813236,0,0,0,0.400258197
-6537,0.1419,58964.218,-8640.67943,231.25,50.4003592,0,8.791613743,51.7894895,2.398095818,10.9043213,5.59e-05,0,0.000204769,0.001693737,0.000883526,1.46634435,2.13965934,1.38990034,1.099936995
-6266,0.1436,58884.305,-104276.4654,20.78651685,46.9086283,0,8.791613743,51.7894895,31.26571067,0.932919922,0.000169213,0,0.000204769,0.001693737,0.003402551,1.391513496,2.13965934,1.38990034,3.945572279
-6509,0.14277,59043.859,-73675.94514,2.586206897,30.68023647,0,0,0,20.02980874,0,0.00014153,0,0,0,0.002130659,2.408856334,0,0,0.799779698
-6300,0.14353,59113.796,-158869.0821,0.71942446,25.42393175,0,0,0,45.96853906,0,0.000151068,0,0,0,0.002042794,0,0,0,0.109307088
-6767,0.14243,59012.414,-25318.96079,12.96296296,0,0,7.25628277,3.433264922,8.752378013,1.206195402,0,0,0.000199777,9.1e-05,0.001021628,0,136.9162248,15.03187122,0.01660699
-6127,0.14177,59099.074,-139664.9283,2.904564315,33.88460675,0,1.386218835,11.14052845,40.24787521,0.140764895,0.000103991,0,8.6e-05,0.000143643,0.001790069,2.906813185,13.57004968,41.73928831,0.323050124
-6702,0.14148,59073.524,-15083.0086,200,62.65060241,0,0,0,0.26142677,0,0.000150365,0,0,0,0.00012723,1.041873292,0,0,0
-6266,0.14366,58884.304,-104395.2049,20.67039106,46.9086283,0,8.791613743,51.7894895,31.30136203,0.931867511,0.000169213,0,0.000204769,0.001693737,0.003420315,1.391513496,2.13965934,1.38990034,3.941078385
-6711,0.14174,58983.656,9443.04736,825,0,0,8.914337641,51.7894895,0.401326109,42.45683079,0,0,0.000210405,0.001693737,0.000642365,0,1.100560012,1.38990034,0
-5890,0.14359,58901.612,-118513.9477,28.45528455,25.42393175,0,56.0142608,53.80688534,43.56528519,2.066808451,0.000151068,0,0.000473169,0.001501182,0.00188716,0,3.598255322,1.208372324,2.227756142
-6283,0.14394,59018.75,-150714.8622,8.148148148,40.49539774,0,0,44.76587483,44.20628371,0.349598191,0.00027037,0,0,0.001232096,0.002282597,1.789047215,0,1.290229743,0.130987715
-6417,0.14394,59058.634,-155653.5942,2.58302583,40.49539774,0,2.252775179,0,44.28964776,0.066512903,0.00027037,0,0.000145219,0,0.002258794,1.789047215,50.75347717,0,0.130741164
-6303,0.14358,59113.565,-160358.8959,1.079136691,31.99131931,0,0,0,45.96853906,0,0.000159449,0,0,0,0.002042794,0,0,0,0.109307088
-6588,0.14313,59058.013,-72035.76022,1.538461538,25.42393175,0,0,0,19.89696637,0,0.000151068,0,0,0,0.002645936,0,0,0,0.230869913
-6145,0.14437,59096.073,-229111.5087,0.72815534,33.94896356,0,0,0,66.47593113,0,9.31e-05,0,0,0,0.002775655,2.431136798,0,0,0.057451161
-6052,0.14346,59121.085,-207649.1011,1.377410468,30.68023647,0,1.873137608,0,60.49352629,0.040503524,0.00014153,0,8e-05,0,0.002360837,2.408856334,0.132026787,0,0.055272902
-6740,0.14258,59053.028,-48541.95281,12.96296296,27.56566639,2.156070997,1.742998986,6.502735999,8.532138107,0.702726634,0.000136019,0.000234308,9.14e-05,0.00029483,0.000856944,2.681026496,93.794,5.677244924,0.017035665
-6214,0.14318,59079.233,-143799.6282,5.72519084,25.42393175,0,16.83006624,0,43.78829807,0.500439642,0.000151068,0,0.00046435,0,0.001871489,0,54.79954522,0,0.109827265
-6868,0.14217,59030.809,-17759.63232,0,0,0,0,0,5.332302562,0,0,0,0,0,0.000894705,0,0,0,0.383003068
-6468,0.14403,58927.383,-121057.7564,13.54581673,0,0,10.47263753,51.7894895,39.74215909,0.790097223,0,0,0.00017765,0.001693737,0.004381541,0,0.936799685,1.38990034,0.126432164
-6205,0.143,58868.571,-55438.23225,39.66942149,30.68023647,0,31.45621271,71.76902214,21.6798216,2.955200311,0.00014153,0,0.000515632,0.002602105,0.002439126,2.408856334,10.0838836,1.002845468,1.286340252
-6596,0.14168,59005.206,-10850.37961,1150,9.681957644,2.237587744,9.46925259,44.76587483,0.80858025,26.6716283,5.99e-05,0.000173483,0.000179404,0.001232096,0.000321246,0,0,1.290229743,0
-6581,0.14163,58985.574,6859.94745,566.6666667,9.681957644,0,8.914337641,51.7894895,0.517445716,36.32666688,5.99e-05,0,0.000210405,0.001693737,0.000153963,0,1.100560012,1.38990034,0
-6020,0.14365,59128.797,-245238.6774,0.93676815,37.24762404,0,0,0,71.09287638,0,0.000106524,0,0,0,0.003001487,1.984134126,0,0,0.037102934
-6532,0.14345,59019.287,-99701.61672,3.468208092,66.14233331,0,0,0,25.42807089,0,1.66e-05,0,0,0,0.004416033,1.117352205,0,0,0.171952732
-6481,0.14353,59008.807,-85448.96031,5.590062112,25.42393175,0,7.25628277,3.433264922,25.07465786,0.424288129,0.000151068,0,0.000199777,9.1e-05,0.002374629,0,136.9162248,15.03187122,0.191793207
-6609,0.14262,59011.955,-36642.86085,10.90909091,37.24762404,0,2.553972777,4.893002636,9.011098925,0.555586027,0.000106524,0,4.11e-05,0.000181238,0.00121563,1.984134126,137.434,0,0.331891099
-6166,0.14465,59038.811,-187941.0215,0.949367089,33.94896356,0,0,0,54.11455503,0,9.31e-05,0,0,0,0.004335925,2.431136798,0,0,0.223044975
-6349,0.14287,58975.378,-81707.53023,21.18644068,30.68023647,2.237587744,9.46925259,44.76587483,20.65150244,1.40649003,0.00014153,0.000173483,0.000179404,0.001232096,0.002117371,2.408856334,0,1.290229743,0.701599458
-6369,0.14288,59033.839,-77963.05083,11.53846154,30.68023647,0,0,30.8442151,22.49919877,0.472655334,0.00014153,0,0,0.000792228,0.002336481,2.408856334,0,1.872580093,0.712000217
-6195,0.14482,58884.459,-160904.6426,12.96928328,46.51201078,0,10.47263753,51.7894895,48.55496532,0.647521851,0.000152071,0,0.00017765,0.001693737,0.002906321,2.117651334,0.936799685,1.38990034,0.111370353
-6212,0.1446,59063.928,-208789.1602,1.066666667,33.94896356,0,0,4.893002636,60.5617153,0.027983876,9.31e-05,0,0,0.000181238,0.002981769,2.431136798,0,0,0.068545641
-6360,0.14315,59040.969,-100872.4126,3.314917127,40.51635112,0,5.25584978,0,28.20669935,0.24320671,0.00014198,0,0.000139351,0,0.002491404,2.037068302,189.0280135,0,0.143239164
-6401,0.14261,58917.87,-23019.95901,88.88888889,37.24762404,0,14.17661723,68.58458014,8.990705283,4.492287014,0.000106524,0,0.000407736,0.002391474,0.001209073,1.984134126,0.679164649,1.049277374,0.332643928
-6528,0.14167,58987.827,4987.91123,1166.666667,20.79622839,0,8.914337641,51.7894895,0.322512605,47.60585794,0.000115852,0,0.000210405,0.001693737,0.000212388,3.968728032,1.100560012,1.38990034,0
-6593,0.14358,59006.119,-93743.4818,4.838709677,33.42363242,0,3.826703598,0,26.40708878,0.189250075,0.000163404,0,0.000500138,0,0.004320377,2.469347842,0.018503628,0,0.154902621
-6509,0.14336,59048.164,-77645.76448,5.333333333,20.79622839,0,3.826703598,0,22.43384451,0.222705624,0.000115852,0,0.000500138,0,0.003479253,3.968728032,0.018503628,0,0.194903119
-6068,0.14422,59114.53,-246264.0515,1.405152225,40.51635112,0,9.46925259,0,72.38637174,0.170891453,0.00014198,0,0.000179404,0,0.003070354,2.037068302,0,0,0.047181878
-5573,0.14399,58828.984,-210355.7492,17.37891738,37.24762404,4.168800552,49.41770261,68.23791261,60.86918883,1.476533349,0.000106524,8.89e-05,0.000605528,0.001817501,0.002933453,1.984134126,6.231011875,1.054607994,0.390095175
-5802,0.14508,59002.656,-306821.7584,1.305970149,50.33600239,0,2.553972777,4.893002636,89.20433566,0.056437703,9.77e-05,0,4.11e-05,0.000181238,0.002176087,1.639672812,137.434,0,0.039089996
-5971,0.14438,59055.989,-246567.6337,3.562945368,33.88460675,2.485512773,0,26.87743734,67.3661662,0.163750123,0.000103991,0.000183132,0,0.000580949,0.002886522,2.906813185,0,1.761252141,0.086472621
-5657,0.14505,58940.121,-310509.4836,6.990291262,33.94896356,2.156070997,0,78.51700138,89.15889448,0.320984541,9.31e-05,0.000234308,0,0.002321444,0.002493265,2.431136798,0,0.734000957,0.166396262
-6136,0.1433,58856.048,-71495.15097,29.375,30.68023647,0,33.55614052,70.22849594,26.65156709,2.496386702,0.00014153,0,0.000514381,0.002458779,0.003316871,2.408856334,9.452838816,1.02920101,0.335073348
-6607,0.14248,59023.88,-36252.37281,7.407407407,30.68023647,0,0,4.893002636,8.982582604,0.188280998,0.00014153,0,0,0.000181238,0.001206035,2.408856334,0,0,0.293652107
-6398,0.1427,58915.276,-25653.7945,78.33333333,30.68023647,0,14.17661723,68.58458014,10.22882469,3.970826565,0.00014153,0,0.000407736,0.002391474,0.001208705,2.408856334,0.679164649,1.049277374,0.292379977
-6273,0.14288,58964.252,-65293.57493,30.5785124,30.68023647,0,10.66475135,51.7894895,20.98625974,1.497009237,0.00014153,0,0.000281416,0.001693737,0.00242832,2.408856334,0.902811229,1.38990034,0.407282359
-6610,0.14249,59019.349,-38839.17038,8.771929825,37.24762404,0,0,4.893002636,9.311950322,0.181616306,0.000106524,0,0,0.000181238,0.001093185,1.984134126,0,0,0.170838649
-6270,0.14504,58981.795,-196929.5021,6.177606178,33.94896356,6.633960232,9.666569724,4.893002636,43.98818836,0.429649045,9.31e-05,0.000497936,0.000205023,0.000181238,0.003158218,2.431136798,1.94599108,0,0.15063068
-6476,0.14236,58983.547,-47077.27775,57.77777778,33.94896356,3.204585813,9.46925259,44.76587483,7.943259072,3.653670923,9.31e-05,0.000308914,0.000179404,0.001232096,0.001657024,2.431136798,0,1.290229743,2.172508639
-6352,0.1442,58944.599,-137769.7804,2.380952381,46.51201078,0,5.25584978,0,38.87670476,0.176581527,0.000152071,0,0.000139351,0,0.002668356,2.117651334,189.0280135,0,0.105217953
-5962,0.14354,59050.853,-233790.1853,8.474576271,37.24762404,0,13.57087705,37.81624024,70.9002279,0.43338303,0.000106524,0,0.000365456,0.00193031,0.003025368,1.984134126,0.032824414,1.719334092,0.114394704
-6118,0.14465,59009.18,-184212.3892,5.431309904,33.94896356,0,0,29.20893264,54.09023101,0.186737915,9.31e-05,0,0,0.001174862,0.004326789,2.431136798,0,1.263915577,0.223145277
-5987,0.14349,59141.251,-240969.3662,1.428571429,37.24762404,0,0,11.14052845,70.19941402,0.054952548,0.000106524,0,0,0.000143643,0.003356402,1.984134126,0,41.73928831,0.04260297
-6044,0.14363,59090.568,-201256.1818,1.652892562,37.24762404,0,2.152481284,0,58.18941536,0.048381999,0.000106524,0,0.000118461,0,0.002470614,1.984134126,0,0,0.045330483
-6161,0.14455,59079.019,-192361.7561,0.884955752,33.94896356,0,0,0,55.44187385,0,9.31e-05,0,0,0,0.003514982,2.431136798,0,0,0.119512027
-5865,0.14434,59038.485,-236084.6951,3.855421687,33.88460675,2.485512773,17.05851035,11.14052845,65.89865206,0.421891125,0.000103991,0.000183132,0.000316467,0.000143643,0.002638868,2.906813185,18.59487031,41.73928831,0.069707206
-6169,0.14275,59038.388,-114014.8601,7.960199005,37.24762404,0,2.099927804,26.87743734,33.01393865,0.363933748,0.000106524,0,0.000113202,0.000580949,0.002798585,1.984134126,0,1.761252141,0.245672311
-5669,0.14508,58932.769,-294585.867,7.341269841,50.33600239,0,8.791613743,51.7894895,88.02312802,0.3334276,9.77e-05,0,0.000204769,0.001693737,0.002333744,1.639672812,2.13965934,1.38990034,0.164605408
-6398,0.14265,58918.825,-25467.29686,78.33333333,30.68023647,0,14.17661723,68.58458014,10.1932227,3.984136451,0.00014153,0,0.000407736,0.002391474,0.001226787,2.408856334,0.679164649,1.049277374,0.293401176
-6144,0.14516,58885.225,-169602.4331,7.77027027,37.02462022,0,5.963036023,36.92482951,50.56956946,0.405619715,0.000172536,0,9.4e-05,0.001211155,0.004098544,1.956756832,58.86308474,1.557348968,0.288776223
-6057,0.14369,58973.75,-144522.7859,13.13868613,33.88460675,0,8.914337641,51.7894895,44.21212152,0.665207538,0.000103991,0,0.000210405,0.001693737,0.003531547,2.906813185,1.100560012,1.38990034,0.14986774
-6298,0.14408,58997.317,-126889.9243,1.659751037,33.94896356,0,1.889286468,0,36.04931882,0.068529936,9.31e-05,0,0.00011461,0,0.002515631,2.431136798,0,0,0.115154509
-5837,0.14433,59034.86,-234995.6112,4.600484262,33.88460675,2.485512773,17.05851035,15.28972954,65.73068633,0.444645367,0.000103991,0.000183132,0.000316467,0.000228582,0.002617196,2.906813185,18.59487031,11.73978764,0.069885333
-6690,0.14163,59056.678,-13325.80508,36.36363636,37.24762404,0,0,0,1.46406287,0,0.000106524,0,0,0,0.000175199,1.984134126,0,0,1.801667375
-6194,0.14451,59084.543,-204904.5629,1.612903226,37.24762404,0,0.485655111,4.893002636,59.23199025,0.039333604,0.000106524,0,9.4e-05,0.000181238,0.002429157,1.984134126,0,0,0.070084453
-6416,0.14207,58880.775,11220.04335,411.1111111,20.79622839,0,33.55614052,52.5742117,1.956236812,24.07336857,0.000115852,0,0.000514381,0.00163706,0.000721165,3.968728032,9.452838816,1.474751573,0
-6382,0.14435,59085.302,-194108.1319,0.547945205,0,0,0.485655111,4.893002636,58.53004135,0.039809208,0,0,9.4e-05,0.000181238,0.002526413,0,0,0,0.070924973
-6382,0.14219,58836.266,19279.12718,966.6666667,20.79622839,0,46.38381695,54.19742151,1.407726026,36.03111495,0.000115852,0,0.000647645,0.001517891,0.000450885,3.968728032,3.561589371,1.33362874,0
-6272,0.14284,58955.388,-85452.48457,30.64516129,30.68023647,2.547233093,10.66475135,51.7894895,21.53477053,1.539648113,0.00014153,0.000165148,0.000281416,0.001693737,0.002694816,2.408856334,0.902811229,1.38990034,0.396908495
-5954,0.14349,59107.107,-230193.8042,4.810126582,37.24762404,0,0,39.0522128,67.98086105,0.198631678,0.000106524,0,0,0.000830384,0.003750076,1.984134126,0,1.842770049,0.119307265
-6239,0.14382,59040.895,-152498.5612,1.060070671,33.88460675,0,0,0,43.47953096,0,0.000103991,0,0,0,0.003512318,2.906813185,0,0,0.095475768
-6687,0.14158,59056.908,-11835.99132,27.27272727,30.68023647,0,0,0,1.46406287,0,0.00014153,0,0,0,0.000175199,2.408856334,0,0,1.801667375
-6407,0.14192,58784.281,39645.67404,0,0,0,57.48258051,99.00800725,0,100,0,0,0.000406857,0.003284652,0,0,0.391038935,0.728534348,0
-5867,0.14477,59109.227,-315739.2141,1.609657948,37.24762404,4.168800552,0,13.47335735,83.70109447,0.09050145,0.000106524,8.89e-05,0,0.000202049,0.002901047,1.984134126,0,19.56365501,0.054881133
-5925,0.14506,59070.144,-286401.5881,1.778656126,37.24762404,0,7.188806926,4.893002636,84.55477031,0.131135084,0.000106524,0,0.000361507,0.000181238,0.00237975,1.984134126,28.03714359,0,0.041239508
-6037,0.14309,59033.61,-161459.8162,7.722007722,30.68023647,2.485512773,17.05851035,16.43073528,43.90810291,0.673032294,0.00014153,0.000183132,0.000316467,0.000251377,0.003064523,2.408856334,18.59487031,6.026704336,0.43723166
-6152,0.14323,58876.596,-64928.54334,36.15384615,30.68023647,0,33.55614052,70.22849594,24.72615483,2.685520403,0.00014153,0,0.000514381,0.002458779,0.002757713,2.408856334,9.452838816,1.02920101,0.808002842
-6508,0.14268,59040.809,-76504.26507,2.5,30.68023647,0,0,0,20.87900749,0,0.00014153,0,0,0,0.002233764,2.408856334,0,0,0.693954582
-6120,0.14469,59008.936,-185702.203,5.769230769,40.51635112,0,0,29.20893264,54.08916384,0.186737915,0.00014198,0,0,0.001174862,0.004326395,2.037068302,0,1.263915577,0.223149679
-6594,0.14249,59025.135,-48293.82653,2.127659574,20.79622839,0,0,0,13.08368654,0,0.000115852,0,0,0,0.002343311,3.968728032,0,0,0.375287691
-6294,0.14181,59092.942,-121597.1329,1.904761905,37.24762404,0,0,0,33.96969093,0,0.000106524,0,0,0,0.002559543,1.984134126,0,0,0.238760212
-6222,0.14336,58981.266,-93372.065,22.5,33.94896356,0,8.914337641,51.7894895,28.87438265,1.014904884,9.31e-05,0,0.000210405,0.001693737,0.002772237,2.431136798,1.100560012,1.38990034,2.163517404
-6524,0.14236,59003.414,-43938.59752,40,33.88460675,2.485512773,0,29.12982871,6.630248266,1.751634689,0.000103991,0.000183132,0,0.000703225,0.001229867,2.906813185,0,1.9827876,0.23993687
-5810,0.14452,59026.468,-231420.4094,4.611650485,20.79622839,2.485512773,18.48596545,15.28972954,65.74912585,0.472687028,0.000115852,0.000183132,0.000287932,0.000228582,0.002651546,3.968728032,14.76261352,11.73978764,0.069865733
-6273,0.14367,59059.448,-143963.2817,1.145038168,33.94896356,0,0,0,40.9103056,0,9.31e-05,0,0,0,0.003721807,2.431136798,0,0,0.112284933
-6134,0.14201,58673.376,51552.38303,0,13.08837836,0,89.09009818,99.00800725,0,99.85925632,4.52e-05,0,0.000494523,0.003284652,0,8.745,1.835028249,0.728534348,0
-6440,0.14219,58836.268,21800.4027,950,9.681957644,0,46.38381695,54.19742151,1.407726026,36.06063816,5.99e-05,0,0.000647645,0.001517891,0.000450885,0,3.561589371,1.33362874,0
-5934,0.14298,58793.001,-65521.08032,48.80952381,37.24762404,0,57.27831323,99.00800725,28.68350079,3.668838042,0.000106524,0,0.000399276,0.003284652,0.002597931,1.984134126,1.955640158,0.728534348,0.972253261
-5951,0.14508,59071.259,-281912.1593,1.593625498,33.94896356,0,7.188806926,4.893002636,83.49620129,0.132796144,9.31e-05,0,0.000361507,0.000181238,0.002700099,2.431136798,28.03714359,0,0.040903956
-6395,0.14258,58964.606,-49653.99452,34.65346535,30.68023647,0,8.791613743,51.7894895,16.05544745,1.800695753,0.00014153,0,0.000204769,0.001693737,0.002432199,2.408856334,2.13965934,1.38990034,0.258556583
-6689,0.14164,59058.858,-17490.88178,23.52941176,37.24762404,0,0,0,2.714620807,0,0.000106524,0,0,0,0.000220505,1.984134126,0,0,0.971684259
-6232,0.14476,59009.098,-181274.5226,5.111821086,20.99827883,0,0,29.20893264,54.09076216,0.186743336,0.000148202,0,0,0.001174862,0.004326969,3.519539986,0,1.263915577,0.231759173
-6674,0.14171,58952.101,14487.59285,0,0,0,8.914337641,80.83600289,0,100,0,0,0.000210405,0.003260901,0,0,1.100560012,0.890249957,0
-6876,0.14051,59094.179,-8869.84425,0,0,0,0,0,2.66315723,0,0,0,0,0,0.00103036,0,0,0,21.95581178
-5934,0.14534,59079.215,-289028.397,1.5625,36.5382025,0,7.188806926,4.893002636,85.39445868,0.129847566,0.000174074,0,0.000361507,0.000181238,0.002726087,2.258857002,28.03714359,0,0.039994691
-5918,0.14549,59061.636,-302614.0308,1.454545455,33.88460675,0,7.188806926,4.893002636,89.65426481,0.12368666,0.000103991,0,0.000361507,0.000181238,0.001950252,2.906813185,28.03714359,0,0.038893824
-6230,0.14283,58935.197,-84897.64649,27.5862069,30.68023647,0,13.54835413,55.96824051,27.40955808,1.336056213,0.00014153,0,0.000276975,0.001818497,0.001674908,2.408856334,13.64792172,1.158893956,0.77302797
-6163,0.14284,58764.996,-22983.49766,73.21428571,20.79622839,0,57.48258051,99.00800725,17.25000148,5.969543211,0.000115852,0,0.000406857,0.003284652,0.002585305,3.968728032,0.391038935,0.728534348,0.240651668
-6264,0.14286,58953.212,-65821.42731,30,30.68023647,0,0,83.68599039,20.87900749,1.369438162,0.00014153,0,0,0.002273481,0.002233764,2.408856334,0,0.690178403,0.693954582
-5838,0.14423,59037.577,-238020.8455,4.316546763,22.770336,2.485512773,17.05851035,15.28972954,67.39601746,0.433718458,0.000101719,0.000183132,0.000316467,0.000228582,0.002828607,5.026621861,18.59487031,11.73978764,0.068158492
-5970,0.14436,59135.679,-278990.2686,1.024590164,37.24762404,0,0,0.894709653,81.25793248,0.003814689,0.000106524,0,0,2.36e-05,0.002590205,1.984134126,0,12.747,0.056461742
-5617,0.14425,58907.705,-226472.6588,15.74074074,33.88460675,0,55.43284611,53.87195131,75.00744324,1.201338572,0.000103991,0,0.00070905,0.001541868,0.002538926,2.906813185,3.635996095,1.206912865,0.140753056
-5839,0.14417,59034.556,-232341.7849,4.368932039,22.770336,2.485512773,17.05851035,15.28972954,65.69088814,0.444925707,0.000101719,0.000183132,0.000316467,0.000228582,0.002611277,5.026621861,18.59487031,11.73978764,0.069927672
-6002,0.14378,59047.033,-182754.5576,15.10574018,30.68023647,0,15.99118038,82.72958389,58.0000068,0.847728068,0.00014153,0,0.000362012,0.002639397,0.002928123,2.408856334,20.60276261,0.696625698,1.110868313
-6352,0.14391,59036.952,-154223.0831,0.964630225,0,0,0,4.149201099,46.4642759,0.030931619,0,0,0,0.000102959,0.002307409,0,0,0.405501506,0.094102968
-5590,0.14583,58930.942,-335283.1851,3.327495622,36.5382025,2.485512773,17.05851035,15.28972954,95.57063321,0.306245842,0.000174074,0.000183132,0.000316467,0.000228582,0.001509511,2.258857002,18.59487031,11.73978764,0.050320364
-6563,0.14224,58981.366,-18888.76293,80.48780488,0,0,0,83.68599039,8.878828079,3.162513001,0,0,0,0.002273481,0.000829977,0,0,0.690178403,1.631868844
-5866,0.14553,59046.333,-310871.6834,1.221995927,20.79622839,4.168800552,0,13.47335735,83.36282753,0.090871235,0.000115852,8.89e-05,0,0.000202049,0.002942482,3.968728032,0,19.56365501,0.049797275
-5933,0.14531,59079.32,-288202.197,1.57790927,36.5382025,0,7.188806926,4.893002636,85.14639339,0.130225345,0.000174074,0,0.000361507,0.000181238,0.002575791,2.258857002,28.03714359,0,0.040111211
-6421,0.14259,59049.878,-72192.15112,7.692307692,30.68023647,0,0,16.04125196,20.19912887,0.274344992,0.00014153,0,0,0.000264167,0.002065709,2.408856334,0,5.845701097,0.46141407
-6238,0.14439,59020.702,-172506.2715,1.744186047,0,0,7.188806926,8.162935844,53.08703016,0.229967902,0,0,0.000361507,0.000385763,0.002147956,0,28.03714359,18.66195953,0.077053232
-6442,0.14192,58816.267,34597.33203,3300,0,0,55.5636909,77.50858422,0.422310731,70.21867961,0,0,0.000391299,0.002323456,5.57e-05,0,0.404543448,1.045328682,0
-6030,0.14498,59080.955,-265370.5691,1.720430108,36.5382025,0,3.409063245,4.149201099,77.76712291,0.075793178,0.000174074,0,5.65e-05,0.000102959,0.002721881,2.258857002,0,0.405501506,0.056224611
-5919,0.1456,59060.067,-300128.6871,1.275045537,20.79622839,0,7.188806926,4.893002636,89.86367521,0.123401722,0.000115852,0,0.000361507,0.000181238,0.001892963,3.968728032,28.03714359,0,0.038803189
-5763,0.14528,58998.237,-274152.9533,8.041237113,36.5382025,0,17.86515424,54.79712334,84.09202931,0.501256532,0.000174074,0,0.000453582,0.001550783,0.002611359,2.258857002,16.38651686,1.054038235,0.111163629
-5891,0.14485,59079.088,-300647.3062,1.287553648,20.79622839,4.168800552,0,13.47335735,80.29297382,0.094342105,0.000115852,8.89e-05,0,0.000202049,0.002886329,3.968728032,0,19.56365501,0.062579413
-6241,0.14376,59040.108,-148233.8537,1.444043321,33.88460675,0,0,1.531541902,42.25775979,0.012554603,0.000103991,0,0,0.000125507,0.003793169,2.906813185,0,0,0.108570933
-6027,0.14486,59081.348,-264131.2889,1.724137931,33.88460675,0,3.409063245,4.149201099,77.57577118,0.075980399,0.000103991,0,5.65e-05,0.000102959,0.002697817,2.906813185,0,0.405501506,0.056363297
-6560,0.14178,59020.944,-14017.19068,62.5,20.79622839,0,0,21.52981523,3.617370776,2.018722163,0.000115852,0,0,0.000402947,0.000850933,3.968728032,0,4.355465348,0
-6350,0.14402,59037.469,-155858.2617,0.955414013,0,0,0,4.149201099,46.95523578,0.0306083,0,0,0,0.000102959,0.002127091,0,0,0.405501506,0.093119035
-5876,0.14416,59040.665,-232989.937,3.892944039,22.770336,2.485512773,12.78619858,15.28972954,65.39573835,0.362121578,0.000101719,0.000183132,0.000254139,0.000228582,0.002500215,5.026621861,26.24150864,11.73978764,0.070243276
-6394,0.14254,58964.98,-50123.10035,34.31372549,30.68023647,0,8.791613743,51.7894895,16.19629576,1.785320615,0.00014153,0,0.000204769,0.001693737,0.002382554,2.408856334,2.13965934,1.38990034,0.25630809
-6307,0.14346,59041.038,-107321.2923,11.05990783,30.68023647,0,12.33670651,44.76587483,33.57002662,0.93404182,0.00014153,0,0.000213523,0.001232096,0.002975689,2.408856334,35.86506183,1.290229743,0.130247924
-6876,0.14052,59087.447,-8245.23369,7.142857143,0,0,0,4.893002636,2.66315723,0.6325784,0,0,0,0.000181238,0.00103036,0,0,0,21.95581178
-6238,0.1438,59041.84,-148998.226,1.792114695,33.88460675,0,0,4.425959565,42.59819827,0.035982843,0.000103991,0,0,0.000283556,0.003868059,2.906813185,0,26.96750827,0.117955392
-6463,0.14316,59047.308,-91747.35516,10,0,0,13.76282362,38.68526042,30.93216256,1.005419077,0,0,0.000232457,0.000842747,0.002802573,0,32.14868939,1.868392204,0.155474064
-6411,0.14303,59028.235,-77146.89732,7.37704918,33.88460675,0,0,16.04125196,21.47013565,0.258143535,0.000103991,0,0,0.000264167,0.002267062,2.906813185,0,5.845701097,0.193349576
-6259,0.14371,59057.565,-140784.0727,1.145038168,20.79622839,0,0,1.531541902,40.9071362,0.012969681,0.000115852,0,0,0.000125507,0.003720141,3.968728032,0,0,0.112293632
-6277,0.14321,58934.609,-90622.40634,37.68115942,20.79622839,2.166021398,8.914337641,84.64155462,25.58674877,1.63396389,0.000115852,7.03e-05,0.000210405,0.003281034,0.003081931,3.968728032,1.100560012,0.85022361,1.08992461
-5734,0.14554,58985.857,-291029.6361,7.358490566,30.68023647,0,17.86515424,54.79712334,89.5566161,0.470821744,0.00014153,0,0.000453582,0.001550783,0.001696108,2.408856334,16.38651686,1.054038235,0.069321795
